defid,word,definition
8180652,Obligent,"Someone bound by ones values and word to oblige by providing service and favorsWord component and origin : (a) Word components of obligent = oblige + -ent (suffix equivalent to -ant, appearing in nouns of Latin origin) (b) Origin of oblige (verb) is from Latin obligare (ob + ligare) meaning ""to bind, bind up, bandage."" In modern English means ""to put under obligation.""(c) The suffix -ant produces nouns from verbs. It has the general sense “characterized by or serving in the capacity of” that named by the stem, e.g. consultant = consult + ant = one serving to consult."
2886593,Obamears,Wildly goofy ears resembling open car doors. Named after Illinois junior senator and 2008 Democratic presidential candidate Barack H. Obama.
7997005,objectively,"A word that is commonly confused with subjectively, consequently, or something that ends with ""ly"". ""Objectively"" is an adverb, used to describe the subject being presented in an impersonal manner.The word is used unnecessarily by people who have the habit of adding lengthy words to make them feel like their texts have more credibility, but it makes them look like that scumbag who would write reports with excessive amounts of text rather than getting to the point.Quality is more important than quantity is what they say. We objectively don't need people using ""objectively"" to make their texts look more meaningful. See what I did there? Remove the ""objectively"" after ""We"", and you'll have something that is more readable."
5087661,obligello,"A word that two guys can use to show their love for each other , but not in a shit stabbing gay way.....A replacement for the saying ""I love you"""
1845380,objectivism,"The philosophical ideals populated by Ayn Rand that a man (or woman) is only entitled to what he has earned. It also promotes the right to life, a life free from carrying the burden of others. It deplores racism as being ""the lowest, most crudely primitive form of collectivism."" It promotes the idea that life ""can be kept in existence only by a process of self-sustaining action"" and therefore a person cannot live a life of stagnation as a second-hander. It states that one loves another for their virtues, and not their character flaws. It promotes rational and fair thought above all else, ""A man is to be judged by the judgments he pronounces."" It stresses pure morality as a supreme goal even though it’s difficult. It denounces force as a means to make a man do anything. All actions require the voluntary consent of those involved. It states that the purpose of the government is to protect men from criminals, protect men from foreign invaders, and to settle disputes according to objective laws. It promotes capitalism as the best system thus far because it ""entails a constant process of motion, growth and progress."" It supports the idea that sex should only be shared between two people who fully accept each other. And if this is taken as seriously as it is meant to be, it is a stricter limitation than that set forth by religion as it is practically a miracle that you find some that you fully accept. Suggested reading: The Virtue of Selfishness (where the above quotes are taken from), Atlas Shrugged, and The Fountainhead (though she has written many other works)."
2131578,Objectivism,"An American poetic movement that emerged from the Imagist school of poetry in the 1930's. Influenced by early Modernist poets such as Ezra Pound, T.S. Eliot, H.D., and William Carlos Williams (who is also considered an Objectivist poet), the Objectivist poets utilized free verse, dense, concentrated language, and imagery. However, the Objectivist school of poetry rejected the Imagist's interest in Classicism and mythology, choosing to focus on ordinary objects and everyday life, a focus reflected in their use small, everyday words. They believed in treating the poem as an object presenting the poet's sincere attempt to look clearly at the world. Objectivist poems ranged in length anywhere from a few lines to, in the case of Louis Zukofky's ""A,"" eight hundred pages. Prominant Objectivist poets were Louis Zukofsky, George Oppen, Charles Reznikoff, and Carl Rakosi. The Objectivist school of poetry is in no way related to the pop philosophy of Ayn Rand."
1035072,objectivism,"Selfishness excusing itself as virtue. First propounded by cultic pop-philosopher Ayn Rand, objectivism prizes narcissistic (or ""rugged"") individualism, self-centered achievement, commerce, industry, and tall buildings as being of prime value over love, faithfulness, generosity, and humility. Adherents of the Ayn Rand cult, called objectivists, or randroids at the extreme, tend towards patronizing rudeness, and a near-dogmatic infatuation with their pet theories on race and the superiority of western civilization and culture."
1746552,objectivism,"The philosophy of Ayn Rand, who had one of the leading noses of her era; states that one's virtue is measured in their ability to be a self-obsessed egotist. Easily characterized by their slavish adherence to irony, in that the foloowers of this 'individualistic' (read-spoiled) philosophy tend to be some of the biggest tools you'll ever meet. Also notable for it's idea that there is no disagreement among rational minds-this is basically the philosophical equivalent of an 8-year-old kid playing Cops & Robbers who totally just got shot, but all of a sudden claims he has ""special bullet proof invincibility armor."" Whatever, kid. For more, see douchebaggery."
2879417,objectivism,A philosophy often criticized by those who have read nothing about it.
2925799,objectivism,"The philosophy founded by Ayn Rand, which essentially states that one should be rewarded in life based on merit, not on how badly one wants something. This philosophy also perpetuates the idea that one should live one's life for one's own purposes and that one should not place one's goals in other people, and that people who are motivated by a desire to spite, exalt, or out-do other people are shallow with no real ability to cognate. They are properly referred to as second-handers, because they are only able to live at another's expense, or under another's direction. They are truly sad people."
7250152,objectivism,Politically-correct term for evil.
5922505,Objective-C,"A mediocre and generally useless programming language composed of C and Smalltalk poorly stitched together. It is basically Apple's own little Visual Basic.Objective-C is the language of choice when developing applications for iOS, which is literally the only reason you would ever want to use it."
